narrator_id,grade,death_reason,places_of_stay,name_en,name_ar
24045,Successor (Taba' Tabi') [7th generation],Natural,Basra,Bkyr bin Abi al-Smyt,بكير بن أبي السميط
24047,Successor (Taba' Tabi') [8th generation],Natural,"Egypt, al-Basra, Syria",Bhalwal bin Muraq,بهلول بن مورق
24048,Successor (Taba' Tabi') [7th generation],Natural,Basra,Bilal bin Ysar bin Zayd,بلال بن يسار بن زيد
24050,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Jabir bin Sbh,جابر بن صبح
24051,Successor (Taba' Tabi') [8th generation],Natural,"al-Ray, al-Basra",Ja'far bin Brd,جعفر بن برد
24052,Successor (Taba' Tabi') [7th generation],Natural,"Damascus, al-Basra",Ja'far bin al-Zubair al-Hanfi,جعفر بن الزبير الحنفي
24055,Successor (Taba' Tabi') [8th generation],Natural,al-Basra,Hatm bin Maymun al-Klaby,حاتم بن ميمون الكلابي
24058,Successor (Taba' Tabi') [8th generation],Natural,al-Basra,al-Harith bin 'Ubaid bin al-Tfyl,الحارث بن عبيد بن الطفيل
24059,Successor (Taba' Tabi') [9th generation],Natural,"al-Basra, al-Musaysa",al-Harith bin Atyh al-Basri,الحارث بن عطية البصري
24060,Successor (Taba' Tabi') [9th generation],Natural,"al-Yamama, al-Basra",al-Harith bin Mrh bin Mja'h,الحارث بن مرة بن مجاعة
24061,Successor (Taba' Tabi') [8th generation],Natural,al-Basra,al-Harith bin Nbhan al-Jrmy,الحارث بن نبهان الجرمي
24062,Successor (Taba' Tabi') [8th generation],Natural,al-Basra,al-Harith bin Wjyh,الحارث بن وجيه
24064,Successor (Taba' Tabi') [8th generation],Natural,Basra,Hibban bin Yasar al-Kalabi,حبان بن يسار الكلابي
24066,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Habib bin Abi Habib,حبيب بن أبي حبيب
24067,Successor (Taba' Tabi') [7th generation],Natural,Basra,Habib bin Slym al-Bahly,حبيب بن سليم الباهلي بصري
24069,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Hjaj bin Nsyr,حجاج بن نصير
24082,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,al-Hasan bin Habib bin Ndbh,الحسن بن حبيب بن ندبة
24083,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,al-Hasan bin Abi al-Hasana'a,الحسن بن أبي الحسناء
24084,Successor (Taba' Tabi') [7th generation],Natural,"al-Basra, Khurasan",al-Hasan bin Yahya al-Basri,الحسن بن يحيى البصري
24085,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,al-Husain bin Salmah bin Isma'il,الحسين بن سلمة بن إسماعيل
24086,Successor (Taba' Tabi') [8th generation],Natural,al-Basra,al-Husain bin al-Mundhir,الحسين بن المنذر أبو المنذر
24087,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Hafs bin Sulaiman al-Mnqry,حفص بن سليمان المنقري التميمي
24088,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Hafs bin 'Umar bin Mrh,حفص بن عمر بن مرة
24090,Successor (Taba' Tabi') [7th generation],Natural,"al-Basra, Kufa",al-Hakam bin 'Abdul Malik,الحكم بن عبد الملك القرشي
24091,Successor (Taba' Tabi') [7th generation],Natural,"Basra, Egypt",al-Hakam bin Abd'h,الحكم بن عبدة
24092,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,al-Hakam bin Atyh al-Yshy,الحكم بن عطية العيشي
24093,Successor (Taba' Tabi') [7th generation],Natural,"Egypt, al-Basra",Hkym bin 'Abdur Rahman Abu,حكيم بن عبد الرحمن
24094,Successor (Taba' Tabi') [8th generation],Natural,al-Basra,Hmad bin Bashyr al-Rb'y,حماد بن بشير الربعي البصري
24095,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Hmad bin al-J'd al-Hdhly,حماد بن الجعد الهذلي البصري
24096,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Hmad bin Ja'far bin Zayd,حماد بن جعفر بن زيد
24098,Successor (Taba' Tabi') [9th generation],Natural,"al-Wasit, al-Basra",Hmad bin 'Isa bin 'Ubaid'h,حماد بن عيسى بن عبيدة
24100,Successor (Taba' Tabi') [8th generation],Natural,al-Basra,Hmad bin Waqd al-Yshy,حماد بن واقد العيشي
24101,Successor (Taba' Tabi') [8th generation],Natural,al-Basra,Hammad bin Yahya al-Abah,حماد بن يحيى الأبح
24102,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Hamza bin Njyh,حمزة بن نجيح
24104,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Hameed bin Yazid al-Basri,حميد بن يزيد البصري
24105,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Hushab bin 'Aqil al-Jarmi,حوشب بن عقيل الجرمي
24106,Successor (Taba' Tabi') [8th generation],Natural,"al-Basra, Kufa",Khazm Balzay bin,خازم بالزاي
24107,Successor (Taba' Tabi') [8th generation],Natural,al-Basra,Khazm bin Mrwan,خازم بن مروان
24112,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Khalid bin Mysrh al-Tfawy,خالد بن ميسرة الطفاوي
24113,Successor (Taba' Tabi') [8th generation],Natural,al-Basra,Khalid bin Yazid al-Azdi,خالد بن يزيد الأزدي العتكي الهدادي
24114,Successor (Taba' Tabi') [9th generation],Natural,"al-Basra, Egypt",al-Khsyb bin Nash al-Harithy,الخصيب بن ناصح الحارثي البصري
24115,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Khlf bin Khalid al-Bdy,خلف بن خالد العبدي البصري
24116,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Khlyd bin D'lj al-Sdwsy,خليد بن دعلج السدوسي
24117,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Khlyfh bin Ghalb al-Lythy,خليفة بن غالب الليثي
24118,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,al-Khlyl bin Ahmed al-Azdy,الخليل بن أحمد الأزدي الفراهيدي
24119,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,al-Khlyl bin Zakaria al-Shybany,الخليل بن زكريا الشيباني
24120,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,al-Khlyl bin 'Umar bin Ibrahim,الخليل بن عمر بن إبراهيم
24121,Successor (Taba' Tabi') [7th generation],Natural,"al-Basra, al-Raqqa",al-Khlyl bin Mrh al-Db'y,الخليل بن مرة الضبعي
24122,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Khlad bin Yazid al-Bahly,خلاد بن يزيد الباهلي البصري
24123,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Da'ud bin Rashid al-Tfawy,داود بن راشد الطفاوي
24124,Successor (Taba' Tabi') [8th generation],Natural,"al-Basra, Baghdad",Da'ud bin al-Zbrqan al-Rqashy,داود بن الزبرقان الرقاشي
24126,Successor (Taba' Tabi') [9th generation],Natural,"al-Basra, Baghdad",Da'ud bin al-Mhbr,داود بن المحبر
24127,Successor (Taba' Tabi') [8th generation],Natural,al-Basra,Darst bin Ziyad,درست بن زياد العنبري
24128,Successor (Taba' Tabi') [8th generation],Natural,al-Basra,Dfa' Bfth Thm,دفاع بفتح ثم
24129,Successor (Taba' Tabi') [8th generation],Natural,"al-Ray, al-Basra",Dylm bin Ghzwan al-Bdy,ديلم بن غزوان العبدي
24130,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Rafa'i bin Salmah bin Ziyad,رافع بن سلمة بن زياد
24131,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Rabi' bin 'Alayya,ربعي بن علية أبو الحسن
24132,Successor (Taba' Tabi') [8th generation],Natural,al-Basra,Rb'y bin 'Abdullah,ربعي بن عبد الله بن الجارود
24133,Successor (Taba' Tabi') [8th generation],Natural,al-Basra,al-Rabi' bin Bdr bin 'Amr,الربيع بن بدر بن عمرو
24134,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,al-Rabi' bin Habib al-Hanfi,الربيع بن حبيب الحنفي أبو سلمة
24135,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,al-Rabi' bin Sbyh,الربيع بن صبيح
24136,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,al-Rabi' bin 'Abdullah,الربيع بن عبد الله بن خطاف
24139,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Rja'a bin Abi Salmah,رجاء بن أبي سلمة مهران
24140,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Rja'a bin Sbyh al-Hrshy,رجاء بن صبيح الحرشي
24141,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Rwh bin Aslm al-Bahly,روح بن أسلم الباهلي
24143,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Rwh bin Anbs'h bin Sa'id,روح بن عنبسة بن سعيد
24144,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Ryhan bin Sa'id bin al-Mthna,ريحان بن سعيد بن المثنى
24145,Successor (Taba' Tabi') [8th generation],Natural,"al-Ray, al-Basra",Za'id'h bin Abi al-Rqad,زائدة بن أبي الرقاد
24146,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Zakaria bin Mysrh al-Bsry,زكريا بن ميسرة
24147,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Zakaria bin Yahya bin Amarh,زكريا بن يحيى بن عمارة
24148,Successor (Taba' Tabi') [8th generation],Natural,al-Basra,Zuhyr bin al-Hnyd,زهير بن الهنيد
24150,Successor (Taba' Tabi') [8th generation],Natural,al-Basra,Ziyad bin 'Ubaidullah,زياد بن عبيد الله بن زياد
24151,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Ziyad bin Abi Muslim,زياد بن أبي مسلم ويقال
24152,Successor (Taba' Tabi') [8th generation],Natural,al-Basra,Salm bin Dinar,سالم بن دينار
24154,Successor (Taba' Tabi') [8th generation],Natural,"al-Ray, al-Basra",Srar bin Mjshr bin Qbys'h,سرار بن مجشر
24155,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,al-Sry bin Yahya bin Iyas,السري بن يحيى بن إياس
24156,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Sa'id bin Aws bin Thabit,سعيد بن أوس بن ثابت
24159,Successor (Taba' Tabi') [7th generation],Natural,"al-Ray, al-Basra",Sa'id bin Zrby,سعيد بن زربي
24161,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Sa'id bin Sufyan al-Jhdry,سعيد بن سفيان الجحدري
24162,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Sa'id bin Sulaiman al-Basri al-Nashayti,سعيد بن سليمان البصري النشيطي
24166,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Sufyan bin Nshyt,سفيان بن نشيط
24167,Successor (Taba' Tabi') [8th generation],Natural,al-Basra,al-Skn bin Isma'il al-Ansari,السكن بن إسماعيل الأنصاري ويقال
24168,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,al-Skn bin al-Mughira al-Amwy,السكن بن المغيرة الأموي مولاهم
24169,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Skyn bin 'Abdul 'Aziz bin Qays,سكين بن عبد العزيز
24170,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Salm bin Ibrahim al-Waraq,سلم بن إبراهيم الوراق
24173,Successor (Taba' Tabi') [7th generation],Natural,"Khurasan, al-Basra",Salm bin Qutayba al-Bahli,سلم بن قتيبة الباهلي
24174,Successor (Taba' Tabi'),Natural,Basra,Salmah bin Tmam,سلمة بن تمام
24175,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Salmah bin Sa'id bin Atyh,سلمة بن سعيد بن عطية
24178,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Sulaiman bin Arqm,سليمان بن أرقم
24180,Successor (Taba' Tabi') [7th generation],Natural,"al-Ray, al-Basra",Sulaiman bin Qrm,سليمان بن قرم
24183,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,al-Smyd' bin Wahb bin Swar,السميدع بن واهب
24184,Successor (Taba' Tabi') [8th generation],Natural,al-Basra,Sahl bin Aslm al-Dwy Mwlahm,سهل بن أسلم العدوي
24186,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Sahl bin Abi al-Slt,سهل بن أبي الصلت العيشي
24190,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Swar bin Da'ud al-Mzny Abu,سوار بن داود
24191,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Sawar bin 'Abdullah bin Qadama,سوار بن عبد الله بن قدامة
24192,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Suwayd bin Ibrahim al-Jhdry,سويد بن إبراهيم الجحدري
24193,Successor (Taba' Tabi') [7th generation],Natural,"al-Basra, Kufa",Salam bin Sulaiman al-Mzny,سلام بن سليمان المزني
24196,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Syar bin Hatm al-Nzy Abu,سيار بن حاتم
24197,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Syf bin 'Ubaidullah,سيف بن عبيد الله الجرمي
24199,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Shbyb bin Shayba bin Abd,شبيب بن شيبة بن عبد الله
24200,Successor (Taba' Tabi') [9th generation],Natural,"al-Basra, Khurasan",Shbyb bin 'Abdul Malik,شبيب بن عبد الملك
24203,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Suh'aib bin Byan bin Ziyad,شعيب بن بيان بن زياد
24204,Successor (Taba' Tabi') [7th generation],Natural,Basra,Suh'aib Sahb al-Tyals'h Wqal bin Hban,شعيب صاحب الطيالسة
24207,Successor (Taba' Tabi') [7th generation],Natural,"al-Ray, al-Basra",Salah bin Bashir bin Wada' - al-Mari,صالح بن بشير بن وادع - المري
24208,Successor (Taba' Tabi') [7th generation],Natural,"Basra, Bahrain",Salah bin Msmar Bsry,صالح بن مسمار بصري سكن الجزيرة
24209,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Sadqa bin Musa al-Daqayqi,صدقة بن موسى الدقيقي
24210,Successor (Taba' Tabi') [7th generation],Natural,Basra,Sard bin Abi al-Manazil,صرد بن أبي المنازل
24213,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Safwan bin Hbyrh,صفوان بن هبيرة
24215,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,al-Dhak bin Nbras,الضحاك بن نبراس
24216,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Dmdm bin 'Amr al-Hnfy,ضمضم بن عمرو الحنفي أبو الأسود البصري
24217,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Talb bin Hjyr,طالب بن حجير
24218,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Twd bin 'Abdul Malik al-Qaysy,طود بن عبد الملك القيسي
24219,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Asim bin Hilal,عاصم بن هلال
24220,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Aabad bin Aadm al-Hdhly,عباد بن آدم الهذلي البصري
24223,Successor (Taba' Tabi') [7th generation],Natural,"Egypt, al-Basra",Aabad bin 'Aabad bin 'Alqama,عباد بن عباد بن علقمة المازني
24224,Successor (Taba' Tabi') [7th generation],Natural,"al-Basra, Makkah",Aabad bin Kathir al-Thaqifi,عباد بن كثير الثقفي البصري
24225,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Aabad bin Lyth al-Krabysy,عباد بن ليث الكرابيسي
24226,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Aabad bin Musa bin Shdad,عباد بن موسى بن شداد السعدي
24227,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Aabad bin Mysrh al-Mnqry,عباد بن ميسرة المنقري البصري المعلم
24229,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Abdullah bin Bakr,عبد الله بن بكر بن عبد الله
24230,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Abdullah bin Abi Bakr,عبد الله بن أبي بكر
24231,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Abdullah bin Hafs,عبد الله بن حفص الأرطباني أبو حفص
24234,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Abdullah bin Sawar bin 'Abdullah,عبد الله بن سوار بن عبد الله بن قدامة
24236,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Abdullah bin Sbyh al-Bsry,عبد الله بن صبيح البصري
24237,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Abdullah bin Tryf,عبد الله بن طريف أبو خزيمة البصري
24238,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Abdullah bin 'Asim,عبد الله بن عاصم الحماني
24239,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Abdullah bin 'Ubaid,عبد الله بن عبيد الحميري البصري
24240,Successor (Taba' Tabi') [8th generation],Natural,al-Basra,Abdullah bin 'Uthman al-Basri,عبد الله بن عثمان البصري
24241,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Abdullah bin Arad'h,عبد الله بن عرادة
24242,Successor (Taba' Tabi') [8th generation],Natural,"Khurasan, al-Yamama, Basra",Abdullah bin Farroukh al-Khurasni,عبد الله بن فروخ الخراساني
24243,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Abdullah bin Muhammad bin 'Abdul Malik,عبد الله بن محمد بن عبد الملك بن مسلم
24244,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Abdullah bin al-Mukhtar,عبد الله بن المختار البصري
24245,Successor (Taba' Tabi') [8th generation],Natural,al-Basra,Abdullah bin Muslim al-Basri,عبد الله بن مسلم البصري
24246,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Abdullah bin Njyd,عبد الله بن نجيد
24247,Successor (Taba' Tabi') [9th generation],Natural,"Syria, al-Basra",Abdullah bin Harun,عبد الله بن هارون بن أبي عيسى
24248,Successor (Taba' Tabi') [9th generation],Natural,"Ta'if, al-Basra",Abdullah bin Yazid bin Dabba/Maqsam,عبد الله بن يزيد بن ضبة الثقفي
24249,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Abdullah bin Yazid/ Abi Yazid,عبد الله بن يزيد أو بن أبي يزيد
24251,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Abd al-Jlyl bin Atyh,عبد الجليل بن عطية القيسي أبو صالح
24252,Successor (Taba' Tabi') [9th generation],Natural,Basra,Abdul Hameed bin Abd al-Wahd,عبد الحميد بن عبد الواحد
24253,Successor (Taba' Tabi') [8th generation],Natural,al-Basra,Abdur Rahman bin Bdyl,عبد الرحمن بن بديل بن ميسرة العقيلي
24256,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Abdur Rahman bin Maymun,عبد الرحمن بن ميمون
24257,Successor (Taba' Tabi') [8th generation],Natural,Basra,Abdur Rahman Mwla Qays,عبد الرحمن مولى قيس بصري
24258,Successor (Taba' Tabi') [8th generation],Natural,al-Basra,Abd al-Rhym bin Zayd,عبد الرحيم بن زيد بن الحواري العمي
24260,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Abdul Salam bin Shu'iab bin al-Habhab,عبد السلام بن شعيب بن الحبحاب
24263,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Abdul 'Aziz bin al-Rabi',عبد العزيز بن الربيع
24264,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Abdul 'Aziz bin Rabi'ya,عبد العزيز بن ربيعة البناني
24266,Successor (Taba' Tabi') [8th generation],Natural,al-Basra,Abdul 'Aziz bin Qays,عبد العزيز بن قيس بن عبد الرحمن
24269,Successor (Taba' Tabi') [9th generation],Natural,"al-Basra, al-Ray",Abdul 'Aziz bin al-Mughira,عبد العزيز بن المغيرة بن أمي
24270,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Abdul 'Aziz bin Mhran,عبد العزيز بن مهران البصري والد مرحوم
24271,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Abd al-Qahr bin al-Sry,عبد القاهر بن السري السلمي أبو رفاعة
24272,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Abdul Qahir bin Shu'iab bin al-Habhab,عبد القاهر بن شعيب بن الحبحاب
24274,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Abdul Malik bin al-Khtab,عبد الملك بن الخطاب بن عبيد الله
